,name,rating,sub_region,year,"price, kr.",light-bold,smooth-tannic,dry-sweet,soft-acidic,winery,light-bold-cat,smooth-tannic-cat,dry-sweet-cat,soft-acidic-cat,region,kompas,kompas2
1741,Amarone della Valpolicella ,4.7,Amarone della Valpolicella,2006,620 ,0.825,0.30975700000000006,0.47374299999999997,0.22524899999999998,Ferragù,bold,semi smooth,sweet,semi soft,Veneto,North,North-east
1742,Amarone ,4.6,Amarone della Valpolicella,2006,899 ,0.8141710000000001,0.226614,0.456292,0.237966,Le Guaite di Noemi,bold,smooth,sweet,semi soft,Veneto,North,North-east
1743,Rongalio Barbaresco Riserva ,4.5,Barbaresco,2006,669 ,0.5863510000000001,0.695394,0.0,0.825,Orlando Abrigo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1744,Pomorosso Barbera d'Asti ,4.2,Barbera d'Asti,2006,452.57 ,0.54598,0.211432,0.0664645,0.596108,Coppo,semi bold,smooth,dry,semi acidic,Piemonte,North,North-west
1745,Pieve Santa Restituta Rennina Brunello di Montalcino ,4.6,Brunello di Montalcino,2006,1994.72 ,0.43919800000000003,0.5696800000000001,0.085407,0.6314790000000001,Gaja,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1746,Redigaffi Toscana ,4.7,Toscana,2006,2224.88 ,0.506769,0.392239,0.144144,0.406633,Tua Rita,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1747,Brunello di Montalcino - Riserva Elia ,4.5,Brunello di Montalcino,2006,348 ,0.417008,0.543993,0.0457998,0.552601,Collelceto,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1748,Barolo SetteAnni Riserva ,4.6,Barolo,2006,430.95 ,0.6805199999999999,0.723205,0.0144259,0.786199,Franco Conterno,bold,tannic,dry,acidic,Piemonte,North,North-west
1749,La Villa Barolo ,4.4,Barolo,2006,461.58 ,0.607871,0.6757340000000001,0.0517655,0.806071,Fontanafredda,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1750,Amarone Senza Titolo ,4.6,Amarone della Valpolicella,2006,1156.39 ,0.7475809999999999,0.14315,0.431634,0.232861,Musella,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1751,Bosan Riserva Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2006,439 ,0.804605,0.27300599999999997,0.5170899999999999,0.214765,Cesari,bold,smooth,sweet,semi soft,Veneto,North,North-east
1752,Bosan Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2006,460.32 ,0.8214520000000001,0.20352699999999999,0.491415,0.213758,Cesari,bold,smooth,sweet,semi soft,Veneto,North,North-east
1753,Barolo Prapò Bricco Rocche ,4.5,Barolo,2006,484.16 ,0.597033,0.721788,0.045759,0.818366,Ceretto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1754,Vürsù Barolo Campè ,4.5,Barolo,2006,1395 ,0.6242350000000001,0.770282,0.07238030000000001,0.807193,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1755,Taurasi Riserva Radici ,4.2,Taurasi,2006,167.59 ,0.8125279999999999,0.428234,0.254338,0.264712,Mastroberardino,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
1756,Toscana I Sodi di San Niccolo ,4.5,Toscana,2006,599 ,0.46484499999999995,0.40964500000000004,0.099861,0.464202,Castellare,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1757,Testamatta Toscana ,4.5,Toscana,2006,558.64 ,0.479591,0.398681,0.0727805,0.453949,Bibi Graetz,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1758,Valpolicella Classico Lena di Mezzo ,4.6,Valpolicella Classico,2006,386.13 ,0.398834,0.26637,0.210735,0.532181,Monte del Frá,semi light,smooth,semi dry,semi acidic,Veneto,North,North-east
1759,Il Ritrovo ,4.6,Toscana,2006,325.48 ,0.548891,0.377984,0.0,0.342344,La Casa di Bricciano,semi bold,semi smooth,dry,semi soft,Toscana,North,North-west
1760,Da uva Merlot vigneti Fontanazza - Pissota Langhe ,4.3,Langhe,2005,967.57 ,0.597426,0.387627,0.124231,0.257627,Roberto Voerzio,semi bold,semi smooth,dry,semi soft,Piemonte,North,North-west
1761,Punta di Villa Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2005,437 ,0.825,0.178613,0.49573,0.19861399999999999,Roberto Mazzi,bold,smooth,sweet,soft,Veneto,North,North-east
1762,Amarone Della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2005,500 ,0.8171510000000001,0.22919699999999998,0.447198,0.24060700000000002,Fabiano,bold,smooth,sweet,semi soft,Veneto,North,North-east
1763,Crichet Pajè Barbaresco ,4.7,Barbaresco,2005,5993.71 ,0.550313,0.698478,0.0593545,0.820337,Roagna,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1764,Vecchie Vigne Riserva Barolo ,4.6,Barolo,2005,451.85 ,0.672897,0.74127,0.0,0.825,Renato Corino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1765,Serpico ,4.3,Irpinia,2005,476.41 ,0.825,0.44185800000000003,0.265829,0.24858,Feudi di San Gregorio,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
1766,Phenomena Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2005,650 ,0.41409199999999996,0.507838,0.090242,0.630301,Sesti,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1767,Pegasos Sangiovese Toscana ,4.5,Toscana,2005,1632.34 ,0.35754600000000003,0.414537,0.16703700000000002,0.440532,Soldera,light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
1768,Casalferro Toscana ,4.2,Toscana,2005,414.48 ,0.45797899999999997,0.35841999999999996,0.075238,0.440045,Ricasoli,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1769,Amarone della Valpolicella Classico Villa ,4.7,Amarone della Valpolicella,2005,582.18 ,0.825,0.197044,0.517,0.188444,Domini Veneti,bold,smooth,sweet,soft,Veneto,North,North-east
1770,Gold Label Croce del Gal Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2005,369 ,0.793031,0.267681,0.430193,0.241389,Benedetti,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1771,Selecti ,4.6,Veneto Orientale,2005,659.43 ,0.622328,0.351092,0.137155,0.22514399999999998,Moletto,semi bold,semi smooth,dry,semi soft,Veneto,North,North-east
1772,Breg Rosso ,4.4,Venezia Giulia,2005,974.62 ,0.651698,0.483476,0.17526399999999998,0.308486,Gravner,semi bold,semi tannic,semi dry,semi soft,Friuli-Venezia Giulia,North,North-east
1773,Colore Toscana ,4.7,Toscana,2005,2971.98 ,0.505036,0.38010999999999995,0.0,0.46441299999999996,Bibi Graetz,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1774,Asinone Vino Nobile di Montepulciano ,4.2,Vino Nobile di Montepulciano,2005,425 ,0.534645,0.568369,0.07074799999999999,0.633495,Poliziano,semi bold,semi tannic,dry,acidic,Toscana,North,North-west
1775,Colombaio Brunello di Montalcino ,4.8,Brunello di Montalcino,2005,488.86 ,0.524791,0.512015,0.087871,0.6254470000000001,Cava d'Onice,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1776,Millecento Brunello di Montalcino Riserva ,4.8,Brunello di Montalcino,2005,2104.15 ,0.42606499999999997,0.53556,0.0563978,0.596961,Castiglion del Bosco,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1777,Nino Zeni Amarone della Valpolicella ,4.8,Amarone della Valpolicella,2005,999 ,0.825,0.294892,0.409758,0.160457,Zeni,bold,semi smooth,semi sweet,soft,Veneto,North,North-east
1778,Ca’ del Merlo Rosso Veneto ,4.6,Veneto,2005,847.38 ,0.60034,0.332086,0.196692,0.234736,Quintarelli Giuseppe,semi bold,semi smooth,semi dry,semi soft,Veneto,North,North-east
1779,Piovesole Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2005,397.01 ,0.7300629999999999,0.197405,0.414188,0.312331,Eleva,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1780,Il Caberlot ,4.8,Toscana,2005,2312.78 ,0.511466,0.382629,0.152539,0.41733999999999993,Podere Il Carnasciale,semi light,semi smooth,semi dry,semi acidic,Toscana,North,North-west
1781,Messorio ,4.7,Toscana,2005,2000 ,0.519799,0.400601,0.12849,0.422092,Le Macchiole,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1782,Arione Barolo ,3.7,Barolo,2005,199.99 ,0.606316,0.755493,0.009437500000000001,0.8160590000000001,Gigi Rosso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1783,Amarone della Valpolicella Case Vecie ,4.6,Amarone della Valpolicella Classico,2005,419 ,0.825,0.238049,0.458008,0.22474,Brigaldara,bold,smooth,sweet,semi soft,Veneto,North,North-east
1784,Ca' Florian Amarone ,4.6,Amarone della Valpolicella,2005,431.71 ,0.74037,0.173672,0.49963500000000005,0.21184999999999998,Tommasi,bold,smooth,sweet,soft,Veneto,North,North-east
1785,Campo dei Gigli Amarone della Valpolicella ,4.5,Amarone della Valpolicella,2005,439 ,0.825,0.233266,0.454462,0.201099,Tenuta Sant'Antonio,bold,smooth,sweet,soft,Veneto,North,North-east
1786,Barolo Vigna Broglio ,4.3,Barolo,2005,318 ,0.535577,0.804231,0.123782,0.825,Palladino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1787,Vinum Italicum No  Opera ,4.2,Veneto,2005,125 ,0.651609,0.34368200000000004,0.193475,0.20039300000000002,Tinazzi,semi bold,semi smooth,semi dry,soft,Veneto,North,North-east
1788,Costasera Amarone della Valpolicella Classico Riserva ,4.5,Amarone della Valpolicella Classico,2005,591.56 ,0.825,0.21732700000000002,0.48084400000000005,0.193657,Masi,bold,smooth,sweet,soft,Veneto,North,North-east
1789,Bric Dël Fiasc Barolo ,4.5,Barolo,2005,512.46 ,0.603525,0.744915,0.050381499999999996,0.820381,Paolo Scavino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1790,Vigna Camarato ,4.0,Falerno del Massico,2005,291.95 ,0.8083469999999999,0.45238500000000004,0.196311,0.281777,Villa Matilde,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
1791,Marcoaurelio ,4.8,Marche,2005,710.21 ,0.4625,0.3375,0.15,0.4625,Tenuta Colle del Giglio,semi light,semi smooth,semi dry,semi acidic,Marche,East,East
1792,Falletto Barbaresco Asili ,4.6,Barbaresco,2004,1200 ,0.559474,0.644926,0.079284,0.825,Bruno Giacosa,semi bold,semi tannic,dry,acidic,Piemonte,North,North-west
1793,Barolo Bricco Fiasco ,4.3,Barolo,2004,650 ,0.60346,0.750498,0.0545768,0.825,Azelia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1794,Il Purosangue ,3.6,Toscana,2004,64.95 ,0.40598500000000004,0.33596699999999996,0.06645489999999998,0.383831,Villa Cavallo,semi light,semi smooth,dry,semi soft,Toscana,North,North-west
1795,Colli di Salerno Rosso ,4.3,Colli di Salerno,2004,409.67 ,0.791516,0.426245,0.239907,0.25958200000000003,Montevetrano,bold,semi smooth,semi dry,semi soft,Campania,South,South-west
1796,Barbaresco Albesani Santo Stefano ,4.5,Barbaresco,2004,1242.87 ,0.581661,0.651604,0.077959,0.825,Bruno Giacosa,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1797,Vigneto Bellavista Chianti Classico ,4.5,Chianti Classico,2004,1117.28 ,0.441038,0.590286,0.11585200000000001,0.6260169999999999,Castello di Ama,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1798,Altero Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,699 ,0.46996099999999996,0.531905,0.04454839999999999,0.613013,Poggio Antico,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1799,Barolo Rocche di Castiglione ,4.6,Barolo,2004,1700 ,0.588749,0.7366379999999999,0.11146800000000001,0.8120529999999999,Vietti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1800,Dieci Anni Amarone della Valpolicella Riserva ,4.7,Amarone della Valpolicella,2004,976.66 ,0.825,0.32461199999999996,0.424547,0.167047,Villa Canestrari,bold,semi smooth,semi sweet,soft,Veneto,North,North-east
1801,Bigolla ,4.4,Colli Tortonesi,2004,300 ,0.537286,0.295885,0.156354,0.527326,Vigneti Massa,semi bold,semi smooth,semi dry,semi acidic,Piemonte,North,North-west
1802,Barolo Riserva Serralunga d'Alba ,4.6,Barolo,2004,656.41 ,0.537774,0.825,0.0,0.825,Rivetto,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1803,Basaltico Amarone della Valpolicella ,4.9,Amarone della Valpolicella,2004,825 ,0.825,0.174018,0.45427599999999996,0.178641,Ernesto Ruffo,bold,smooth,sweet,soft,Veneto,North,North-east
1804,Brunello di Montalcino Riserva Pian di Conte ,4.6,Brunello di Montalcino,2004,364.37 ,0.407697,0.512134,0.105046,0.610312,Talenti,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1805,Brunello di Montalcino ,4.8,Brunello di Montalcino,2004,245.50 ,0.43682099999999996,0.5301319999999999,0.0439991,0.599643,Terre del Palio,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1806,Pì Vigne Barolo ,4.3,Barolo,2004,250 ,0.608097,0.727632,0.0,0.807176,Silvio Grasso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1807,El Coston Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2004,247.66 ,0.825,0.234691,0.46169699999999997,0.228596,Filippini,bold,smooth,sweet,semi soft,Veneto,North,North-east
1808,Falletto Barolo Le Rocche del Falletto Riserva ,4.7,Barolo,2004,3682.57 ,0.58816,0.7631910000000001,0.152802,0.823636,Bruno Giacosa,semi bold,tannic,semi dry,acidic,Piemonte,North,North-west
1809,Bradisismo Veneto Rosso ,4.6,Veneto,2004,193.66 ,0.651061,0.369511,0.086579,0.240131,Inama Azienda Agricola,semi bold,semi smooth,dry,semi soft,Veneto,North,North-east
1810,Sei Vigne Insynthesis ,4.7,Barbera d'Asti,2004,561.76 ,0.6783440000000001,0.408734,0.193519,0.311282,Vinchio - Vaglio Serra,bold,semi smooth,semi dry,semi soft,Piemonte,North,North-west
1811,Piaggione Brunello di Montalcino Riserva ,4.6,Brunello di Montalcino,2004,1077.29 ,0.44908499999999996,0.439683,0.11098599999999999,0.602394,Salicutti,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1812,Amarone della Valpolicella Riserva Cent’anni ,4.7,Amarone della Valpolicella,2004,953 ,0.825,0.19076,0.467703,0.21692599999999998,Trabucchi d'Illasi,bold,smooth,sweet,semi soft,Veneto,North,North-east
1813,Riserva Barolo Rocche di Castiglione ,4.3,Barolo,2004,523.34 ,0.5721029999999999,0.729407,0.036710099999999996,0.823267,Sordo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1814,Brunello Di Montalcino Riserva ,4.5,Brunello di Montalcino,2004,749 ,0.450197,0.5481130000000001,0.0,0.6170100000000001,Caparzo,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1815,Castello del Terriccio ,4.3,Toscana,2004,441.59 ,0.5021909999999999,0.44861999999999996,0.114337,0.480411,Castello del Terriccio,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1816,Pàtrimo ,4.5,Campania,2004,633.13 ,0.814653,0.416081,0.296387,0.23640899999999998,Feudi di San Gregorio,bold,semi smooth,semi sweet,semi soft,Campania,South,South-west
1817,Duca di Montalbo ,4.6,Terre Siciliane,2004,426.21 ,0.825,0.447975,0.321579,0.228076,G. Milazzo,bold,semi smooth,semi sweet,semi soft,Sicilia,South,South
1818,Barolo Rocche ,4.5,Barolo,2004,670.37 ,0.586936,0.70109,0.106144,0.785686,Renato Ratti,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1819,Boscareto Barolo ,4.5,Barolo,2004,633.13 ,0.601739,0.767857,0.08699299999999999,0.8084220000000001,Ferdinando Principiano,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1820,Petra Toscana (Suvereto) ,4.5,Toscana,2004,319.47 ,0.5160520000000001,0.41019599999999995,0.056264899999999986,0.44593200000000005,Petra,semi light,semi smooth,dry,semi acidic,Toscana,North,North-west
1821,Bueno-Cipresso Brunello di Montalcino ,4.5,Brunello di Montalcino,2004,816.95 ,0.507972,0.528881,0.0562224,0.590422,Bueno,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1822,Rocche dell'Annunziata Barolo ,4.6,Barolo,2004,499 ,0.584092,0.791209,0.0140129,0.798909,Gagliasso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1823,Barolo Bussia ,4.5,Barolo,2004,578 ,0.6085349999999999,0.74716,0.05895610000000001,0.772502,Parusso,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1824,Bueno-Cipresso Brunello di Montalcino Riserva ,4.5,Brunello di Montalcino,2004,943.84 ,0.679375,0.60125,0.066875,0.5975,Bueno,bold,semi tannic,dry,semi acidic,Toscana,North,North-west
1825,Rocche dell'Annunziata Barolo Riserva ,4.6,Barolo,2004,1109.84 ,0.59342,0.781958,0.05969239999999999,0.825,Paolo Scavino,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1826,Barolo Riserva Bricco Voghera ,4.6,Barolo,2004,775 ,0.603005,0.711058,0.0,0.825,Azelia,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1827,Triumviratum Barolo Riserva ,4.5,Barolo,2004,617.19 ,0.607997,0.697061,0.027989899999999998,0.7970820000000001,Michele Chiarlo,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1828,I Creari Rosso Veronese ,4.6,Rosso Veronese,2004,106.53 ,0.7166549999999999,0.315554,0.23497099999999999,0.186268,Bonazzi Dario e Fabio,bold,semi smooth,semi dry,soft,Veneto,North,North-east
1829,Sacreterre ,4.6,Umbria,2004,887.40 ,0.406429,0.486607,0.0127679,0.40964300000000003,Tili,semi light,semi tannic,dry,semi soft,Umbria,Central,Central
1830,Brunello di Montalcino (Casato Prime Donne) ,4.5,Brunello di Montalcino,2004,268 ,0.438445,0.551859,0.04936789999999999,0.619293,Donatella Cinelli Colombini,semi light,semi tannic,dry,semi acidic,Toscana,North,North-west
1831,Brunello di Montalcino Le Potazzine ,4.5,Brunello di Montalcino,2004,350 ,0.425106,0.544265,0.0031061000000000005,0.623769,Le Potazzine,semi light,semi tannic,dry,acidic,Toscana,North,North-west
1832,La Serra Barolo ,4.5,Barolo,2004,1700 ,0.609472,0.7730020000000001,0.11759800000000001,0.803616,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1833,Rujno Rosso ,4.6,Venezia Giulia,2003,976.66 ,0.615151,0.446752,0.19334800000000002,0.274116,Gravner,semi bold,semi smooth,semi dry,semi soft,Friuli-Venezia Giulia,North,North-east
1834,Amarone della Valpolicella Classico ,4.8,Amarone della Valpolicella Classico,2003,1597.34 ,0.7974840000000001,0.23896,0.476406,0.240069,Quintarelli Giuseppe,bold,smooth,sweet,semi soft,Veneto,North,North-east
1835,Amarone della Valpolicella Classico Cavaion Veronese ,4.6,Amarone della Valpolicella Classico,2003,950.59 ,0.825,0.223721,0.438223,0.216414,Cesari,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1836,Amarone della Valpolicella Classico Riserva ,4.8,Amarone della Valpolicella Classico,2003,7448.56 ,0.825,0.23508199999999999,0.520732,0.256912,Quintarelli Giuseppe,bold,smooth,sweet,semi soft,Veneto,North,North-east
1837,Sagrantino di Montefalco ,3.9,Montefalco Sagrantino,2003,148.23 ,0.56625,0.509467,0.0,0.48938299999999996,Cantine Martinelli,semi bold,semi tannic,dry,semi acidic,Umbria,Central,Central
1838,La Mattonara Amarone della Valpolicella Classico Riserva ,4.8,Amarone della Valpolicella Classico,2003,1861.39 ,0.8190000000000001,0.211774,0.474391,0.222806,Zýmē,bold,smooth,sweet,semi soft,Veneto,North,North-east
1839,Acinatico Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2003,459 ,0.825,0.21083400000000002,0.47442300000000004,0.197667,Stefano Accordini,bold,smooth,sweet,soft,Veneto,North,North-east
1840,Cerequio Barolo ,4.5,Barolo,2003,2569.75 ,0.609506,0.789231,0.078896,0.825,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1841,Vigneti di Osan Amarone della Valpolicella Classico ,4.5,Amarone della Valpolicella Classico,2003,550 ,0.825,0.175397,0.437541,0.234397,Corteforte,bold,smooth,semi sweet,semi soft,Veneto,North,North-east
1842,Corpus Amarone della Valpolicella ,4.7,Amarone della Valpolicella,2003,998.50 ,0.7745569999999999,0.190796,0.504273,0.244245,Villa Rinaldi,bold,smooth,sweet,semi soft,Veneto,North,North-east
1843,Macchiona ,4.6,Emilia,2003,288 ,0.642,0.458902,0.132357,0.325229,La Stoppa,semi bold,semi smooth,dry,semi soft,Emilia Romagna,North,North
1844,Collezione Ca' Del Pipa Cinque Stelle Amarone della Valpolicella Classico ,4.7,Amarone della Valpolicella Classico,2003,550 ,0.825,0.24374700000000002,0.441794,0.22743000000000002,Castellani Michele,bold,smooth,sweet,semi soft,Veneto,North,North-east
1845,Fossati Case Nere Barolo  Riserva  Anni ,4.6,Barolo,2003,3491.51 ,0.621373,0.762481,0.0383906,0.819422,Roberto Voerzio,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1846,Vürsù Barbaresco Valeirano ,4.6,Barbaresco,2003,999 ,0.624961,0.703278,0.0666843,0.825,La Spinetta,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1847,Vigna Rionda Barolo ,4.6,Barolo,2003,975 ,0.589762,0.701724,0.0301802,0.809324,Luigi Oddero,semi bold,tannic,dry,acidic,Piemonte,North,North-west
1848,Oracolo Veneto Rosso ,4.8,Veneto,2003,975 ,0.687061,0.380614,0.216301,0.177091,Inama Azienda Agricola,bold,semi smooth,semi dry,soft,Veneto,North,North-east
1849,Il Sestante Monte Masua Amarone della Valpolicella Classico ,4.6,Amarone della Valpolicella Classico,2003,263.16 ,0.825,0.222519,0.483776,0.183999,Tommasi,bold,smooth,sweet,soft,Veneto,North,North-east
